StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Prolific-ID,Q3,Q4,Q5_1,Q5_2,Q5_7,Q6,Q7,Q8,Q9,Q9_9_TEXT,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_7_TEXT,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q33_4_TEXT,Q34,Q35,PROLIFIC_PID
2024-09-30 15:36:25,2024-09-30 15:43:16,IP Address,105.244.44.115,100,411,True,2024-09-30 15:43:16,R_8FKb3BrV9PK68FC,,,,,-33.9146,19.1123,anonymous,EN,Yes,6124ce8352f12920a238d3fb,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,1,1,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,OpenAI API",,"Generating content (e.g., text, images, code),Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Text generation,Speech generation","Self-paced online courses,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Lack of support from management or organization,Fear of AI replacing jobs",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Neutral,Definitely yes,Probably yes,Probably yes,Might or might not,Finance and Insurance,Finance & Accounting,10-49 employees,Less than â‚¬1 million,South Africa,Female,,Bachelor's degree,25-34 years old,6124ce8352f12920a238d3fb
2024-09-30 15:39:15,2024-09-30 15:43:21,IP Address,62.90.144.10,100,245,True,2024-09-30 15:43:22,R_4EosGbXEeLF18IP,,,,,32.7919,35.5298,anonymous,EN,Yes,661d0519cc11725a3f0e16ab,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,0,2,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Google Bard,Other",Claude,"Generating content (e.g., text, images, code),Research and development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,Text generation,"Self-paced online courses,Hands-on practice through projects or assignments,Watching video tutorials",,"Lack of time,Uncertainty about where to start",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Definitely not,Definitely yes,Manufacturing and Engineering,Engineering,50-100 employees,I do not know,Israel,Female,,Bachelor's degree,25-34 years old,661d0519cc11725a3f0e16ab
2024-09-30 15:39:05,2024-09-30 15:43:22,IP Address,197.184.161.151,100,257,True,2024-09-30 15:43:22,R_8fTTXw0pIDl12Wv,,,,,-26.2309,28.0583,anonymous,EN,Yes,610e58cb7ed5b0c6b64d9fad,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,6,1,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Enhancing productivity or workflow,Personalization of products/services,Research and development,Improving software or product development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,No significant barriers,,"Some support is provided, but it's limited.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Probably yes,Probably not,Probably yes,Scientific or Technical Services,IT & Technical Support,10-49 employees,Less than â‚¬1 million,South Africa,Male,,Bachelor's degree,35-44 years old,610e58cb7ed5b0c6b64d9fad
2024-09-30 15:37:32,2024-09-30 15:43:23,IP Address,105.27.205.172,100,350,True,2024-09-30 15:43:23,R_8Ymb880HhO1l6Dv,,,,,-26.2309,28.0583,anonymous,EN,Yes,6168426ad3853e5729c2770e,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,4,10,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Generating content (e.g., text, images, code)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation",Watching video tutorials,,Lack of time,,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Definitely yes,Probably yes,Might or might not,Finance and Insurance,Administrative,More than 250 employees,I do not know,South Africa,Female,,Bachelor's degree,18-24 years old,6168426ad3853e5729c2770e
2024-09-30 15:35:59,2024-09-30 15:43:25,IP Address,197.229.7.34,100,446,True,2024-09-30 15:43:25,R_2KD96KkOcOUtG76,,,,,-33.9258,18.4259,anonymous,EN,Yes,611ec49716b95cd9e2e981b4,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",6,1,1,Neutral,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,Iâ€™m not sure.,Not very interested,I would prefer one-time learning dedication (not weekly recurring),Speech generation,Self-paced online courses,,Lack of time,,Iâ€™m not sure.,Iâ€™m not sure,"No, it is not very important.",Neither satisfied nor dissatisfied,AI has no impact on my job satisfaction,Neutral,Might or might not,Might or might not,Might or might not,Might or might not,Other,Other,I do not know,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,611ec49716b95cd9e2e981b4
2024-09-30 15:35:37,2024-09-30 15:43:27,IP Address,217.29.217.2,100,470,True,2024-09-30 15:43:28,R_2zsjkV6cTFLFdxn,,,,,-26.7168,27.1054,anonymous,EN,Yes,665f1046b8c8f52876a4849c,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,4,2,Somewhat confident,"Yes, but there are some restrictions or guidelines.",Rarely,"ChatGPT,Google Bard,Jasper",,"Generating content (e.g., text, images, code),Data analysis and insights,Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,5-10 hours,"Image generation,Speech generation","Instructor-led workshops or webinars,Watching video tutorials",,"Lack of time,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is somewhat important.",Extremely satisfied,AI has no impact on my job satisfaction,Neutral,Probably yes,Probably yes,Probably not,Probably yes,"Education (K-12, College, University, Adult)",Finance & Accounting,10-49 employees,"Less than â‚¬500,000",South Africa,Non-binary / third gender,,Bachelor's degree,18-24 years old,665f1046b8c8f52876a4849c
2024-09-30 15:37:31,2024-09-30 15:43:29,IP Address,83.227.136.47,100,358,True,2024-09-30 15:43:29,R_2IdfV66DZy51tgM,,,,,65.8704,24.1347,anonymous,EN,Yes,6610310a81642db9581541e0,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",7,2,1,Neutral,"Yes, I am allowed to use it without restrictions.",Rarely,"ChatGPT,Google Bard",,"Generating content (e.g., text, images, code)",,"No, I donâ€™t see any problems with using AI in my role.",Somewhat interested,1-3 hours,Text generation,"Self-paced online courses,Hands-on practice through projects or assignments",,"Lack of time,Uncertainty about where to start",,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Probably not,Might or might not,Construction,Administrative,Fewer than 10 employees,Less than â‚¬1 million,Sweden,Female,,High school diploma or equivalent,45-54 years old,6610310a81642db9581541e0
2024-09-30 15:34:40,2024-09-30 15:43:34,IP Address,41.242.164.25,100,533,True,2024-09-30 15:43:34,R_26hle4XGGXd7rKt,,,,,-33.9672,25.5785,anonymous,EN,Yes,664b50c641af886936a71fac,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,6,7,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API",,"Automating repetitive tasks,Customer support (e.g., chatbots),Enhancing productivity or workflow,Research and development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,I would prefer one-time learning dedication (not weekly recurring),"Image generation,Speech generation","Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching",,"Lack of support from management or organization,Concern that AI may not be relevant to my role,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Neutral,Definitely yes,Might or might not,Probably not,Probably yes,Finance and Insurance,Administrative,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,664b50c641af886936a71fac
2024-09-30 15:39:15,2024-09-30 15:43:35,IP Address,196.26.58.122,100,259,True,2024-09-30 15:43:35,R_2qWecRXkUfCcr7L,,,,,-26.2645,29.2316,anonymous,EN,Yes,61686eac91f3797791f3e14c,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",9,2,2,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Research and development,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching",,Lack of time,,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Neither satisfied nor dissatisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Definitely yes,Probably yes,Scientific or Technical Services,IT & Technical Support,Fewer than 10 employees,I do not know,South Africa,Female,,Bachelor's degree,18-24 years old,61686eac91f3797791f3e14c
2024-09-30 15:38:14,2024-09-30 15:43:36,IP Address,90.222.62.93,100,322,True,2024-09-30 15:43:37,R_2dN44wQ4fZzPHC7,,,,,51.3394,-0.741,anonymous,EN,Yes,613bae70cab01ced932e5e9f,"I can use AI tools such as ChatGPT, but I cannot code","No, I have not used them.",6,6,3,Not very confident,Iâ€™m not sure.,"No, I do not use them at work.",None of the above,,None of the above,,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,I would prefer one-time learning dedication (not weekly recurring),"Text generation,Image generation","Self-paced online courses,Watching video tutorials",,"Lack of time,Lack of access to resources or training,Lack of support from management or organization,Concern that AI may not be relevant to my role,Fear of AI replacing jobs,Other",Ethical and environmental concerns,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI tools are not being used in my company,Somewhat comfortable,Might or might not,Might or might not,Might or might not,Might or might not,Other,Other,10-49 employees,â‚¬1 million to â‚¬5 million,United Kingdom of Great Britain and Northern Ireland,Female,,Bachelor's degree,25-34 years old,613bae70cab01ced932e5e9f
2024-09-30 15:39:31,2024-09-30 15:43:38,IP Address,41.216.201.242,100,247,True,2024-09-30 15:43:39,R_2uNVz6bYI5eoIej,,,,,-26.2309,28.0583,anonymous,EN,Yes,66be060522db009305c45160,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,0,1,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Automating repetitive tasks,Generating content (e.g., text, images, code),Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,Text generation,"Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,Lack of time,,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Extremely satisfied,AI has no impact on my job satisfaction,Somewhat uncomfortable,Might or might not,Probably not,Probably not,Probably not,Healthcare and Pharmaceuticals,Customer Service,10-49 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,High school diploma or equivalent,18-24 years old,66be060522db009305c45160
