Start Time,End Time,Sentence,Translation
51:13.070,51:14.366,¿Era de su novia?,Was it his girlfriend's?
51:14.398,51:15.570,"Sí, del Polva.","Yes, the Polva."
51:17.920,51:20.792,Borja sigue con sus faltas de respeto.,Borja is still disrespectful.
51:20.856,51:22.888,Sigue sin poner ningún tipo de límites.,It still doesn't set any limits.
51:22.904,51:26.140,Y le ha dicho a Andrea que está al borde del precipicio.,And he told Andrea he's on the edge of the cliff.
51:26.560,51:27.544,¿Tú qué?,You what?
51:27.712,51:28.056,Nada.,Nothing.
51:28.088,51:31.192,"El mío sigue igual, con su hielito, contento, feliz.","Mine is still the same, with its ice, happy, happy."
51:31.256,51:32.712,Se ha visto una complicidad de locos.,You've seen a madman's complicity.
51:32.776,51:35.608,Se le notaban unas ganas de besarla heavy.,He felt a desire to kiss her heavy.
51:35.784,51:40.648,"Y lo más heavy de todo es que me has hecho replantearme cosas, como irme.","And the most heavy of all is that you've made me rethink things, like I'm leaving."
51:40.664,51:42.904,¿Solo ha dicho eso?,Did he just say that?
51:43.072,51:44.154,¿Tienes otra?,Do you have another one?
51:44.312,51:45.050,Sí.,Yeah.
51:46.350,51:47.046,"Espera, espera.","Wait, wait."
51:47.078,51:47.574,Otra cosa.,Another thing.
51:47.622,51:49.290,Nos han hecho vetar a alguien.,They've made us veto someone.
51:53.470,51:56.150,"Gabriela, la tuya.","Gabriela, yours."
51:56.310,51:56.870,¿Para qué?,What for?
51:56.910,51:58.006,Déjalo que se ponga a prueba.,Let him test himself.
51:58.038,51:58.614,No lo vetes.,Don't leave him.
51:58.662,51:59.190,Déjalo.,Leave it.
51:59.270,52:00.490,Conócelo.,Meet him.
52:01.150,52:04.550,"Por favor, solteros, les pido una fiesta a la altura.","Please, bachelors, I ask you to party up to date."
52:04.630,52:10.170,Y quiero hoy esta villa arriba como villa Playboy.,And I want this villa upstairs today as a Playboy villa.
52:12.430,52:14.324,Después de esta huela estoy un poco mejor.,"After this smell, I'm a little better."
52:14.412,52:16.948,Por fin he podido ver imágenes y ya no estoy congelada.,"I've finally been able to see images, and I'm not frozen anymore."
52:17.044,52:22.564,Es verdad que sigo viendo imágenes que no son de mi agrado y me sigo decepcionando un poquito más cada vez.,"It is true that I still see images that are not to my liking, and I continue to be disappointed a little more and more."
52:22.652,52:26.292,Pero vengo con ganas de pasármelo bien con mi villa montaña.,But I'm looking forward to having a good time with my mountain village.
52:26.356,52:31.320,Eso tiene el tatuaje de una gran desilusión.,That has the tattoo of a great disappointment.
52:32.620,52:38.200,"Dijiste que la querías, pero en el amo no se pone condición.","You said you loved her, but the master doesn't have any condition."
52:40.280,52:42.368,Te enamoraste.,You fell in love.
52:42.544,52:46.180,Que no la supiste amar es evidente.,That you didn't know how to love her is obvious.
52:46.600,52:49.540,Pero el que se equivoca se arrepiente.,But the one who is wrong repents.
52:50.600,52:55.616,Te será difícil olvidarla si la miras a los ojos.,It'll be hard for you to forget if you look her in the eye.
52:55.728,53:00.016,Ya María sabe.,Maria knows.
53:00.048,53:01.540,"Para el bachata, tú.","For the bachata, you."
53:01.880,53:03.540,"¿Qué está hablando, Álvaro?","What are you talking about, Álvaro?"
53:04.120,53:06.032,María no quiere saber nada de mí.,Maria doesn't want to know anything about me.
53:06.136,53:06.980,Tiene miedo.,He's scared.
53:07.370,53:09.090,Si yo miedo le tengo a la muerte.,If I'm afraid of death.
53:09.170,53:09.790,Ven.,Come on.
53:10.250,53:15.426,"Pues ven, Álvaro.","Then come, Álvaro."
53:15.458,53:16.190,Que no.,"No, I don't."
53:17.130,53:17.938,¿Qué te pasa?,What's the matter with you?
53:18.034,53:18.950,Que no quiero.,I don't want to.
53:26.330,53:28.818,David y yo tenemos muchísima confianza.,David and I are very confident.
53:28.914,53:33.630,Pero me da miedo el acercarme a Álvaro porque puede haber imágenes que no le gusta.,But I'm afraid to approach Álvaro because there may be images he doesn't like.
53:33.740,53:40.110,Porque al final ha sido una persona que ha estado en mi vida y a mí no me gustaría que fuese al revés.,"'Cause in the end he's been a person who's been in my life, and I wouldn't want it to be the other way around."
53:48.690,53:52.698,Y David con su sonrisa de oreja a oreja hoy no tenía sonrisa.,And David with his smile from ear to ear today had no smile.
53:52.794,53:54.250,La hoguera lleva una picada.,The bonfire carries a sting.
53:54.330,53:54.986,"No, a mí no.","No, not me."
53:55.058,53:56.310,Las imágenes está así.,The images are like this.
53:58.610,54:01.776,"A ver, porque sí, pero está picadísimo, bro.","Let's see, 'cause it is, but it's really itchy, bro."
54:01.848,54:04.768,"Y aquí viene del palo de que no, pero ahí estaba igual.","And here it comes from the stick of that no, but there it was the same."
54:04.784,54:06.020,Pero ahí estaba igual.,But it was the same there.
54:06.360,54:07.808,Se te anto los ojos.,You're looking forward to it.
54:07.984,54:08.480,Sí.,Yeah.
54:08.560,54:09.696,Te da cero miedo.,You're afraid of nothing.
54:09.808,54:10.496,Cero miedo.,Zero fear.
54:10.528,54:14.112,¿Me da la cosilla hasta de que se han liado decir me cago en su Sabes?,Will you give me the thing until you've messed up to say shit on your Do You know?
54:14.256,54:15.700,Pero no me da miedo.,But I'm not afraid of it.
54:16.120,54:17.248,Más rabia que miedo.,More rage than fear.
54:17.344,54:17.616,Claro.,Sure.
54:17.648,54:21.568,"Es más, juntos y han claro, claro, claro.","It is more, together and they have made clear, of course, of course."
54:21.664,54:28.266,"Han tenido una historieta, pero miedo no, porque le ha hablado 200 veces fuera que va a cerrar adentro.","They've had a comic, but not afraid, because he's spoken to her 200 times outside that he's going to close inside."
54:28.298,54:28.906,No creo.,I don't think so.
54:29.018,54:30.602,Muy pocas luces tenía que traer.,Very few lights I had to bring.
54:30.666,54:31.258,Es lista.,She's smart.
54:31.354,54:32.458,Confío porque es lista.,I trust because she's smart.
54:32.554,54:34.586,Dicen que donde hubo fuego quedan cenizas.,They say that where there was fire there are ashes left.
54:34.618,54:36.426,Pero eso es porque no sabían que yo era el bombero.,But that's because they didn't know I was the fireman.
54:36.458,54:38.590,Y donde yo estoy de bombero no hay cenizas.,"And where I'm in a fireman, there's no ashes."
54:41.010,54:43.210,Es que yo no sé qué ha podido verte Louro para que hable así.,It's just that I don't know what Louro could have seen you to talk like that.
54:43.250,54:47.226,Y va de vas de niña buena y hablas así de mí.,"And you're a good girl, and you talk about me like that."
54:47.338,54:48.314,Es que no tiene sentido.,It just doesn't make sense.
54:48.362,54:49.514,Ninguno tiene ningún sentido.,None of them make any sense.
54:49.562,54:53.530,Se le está yendo la pinza y creo que lo podía solucionar.,"He's losing his grip, and I think he could fix it."
54:54.910,54:58.850,"Se hablaron las cosas bien, vale, pero es que sé que ya no es así.","Well, you talked things over, okay, but I know it's not like that anymore."
54:59.470,55:00.630,Se va a poner pum.,It's going to go boom.
55:00.710,55:01.174,A full.,A full.
55:01.222,55:03.398,Y ya no voy a consentir encima que hables así de mí.,And I'm not going to allow you to talk about me like that anymore.
55:03.494,55:05.170,Que venga y te pongas así.,Let him come and be like this.
55:05.870,55:07.050,Niña floja.,Loose little girl.
55:08.190,55:11.686,Vine aquí teniendo una confianza al 100 % en Ruth.,I came here with a 100% confidence in Ruth.
55:11.798,55:14.774,Siempre pensé que era la mujer con la que quería pasar mi futuro.,I always thought she was the woman I wanted to spend my future with.
55:14.822,55:16.502,Y me he sentido engañado.,And I've been fooled.
55:16.566,55:38.016,¿Me pongo a pensar y digo con quien llevo un año de relación puedo entrar?,"Do I start thinking and say who I've been with for a year, can I come in?"
55:38.208,55:45.390,"He hecho una cosa, como una especie de anillo.","I've done one thing, like some kind of ring."
55:46.530,55:47.946,¿Y por qué te escondes?,And why are you hiding?
55:47.978,55:48.442,¿Qué pasa?,What's going on?
55:48.546,55:49.790,Yo echa mano.,I'll help you.
55:55.410,55:56.670,Huele a ti.,It smells like you.
56:00.210,56:12.920,"¿Me quito el de Nico y me pongo el aquí no, aquí esta otra hora pasa esto te va a decir te quieres venirte conmigo a París?","I'll take Nico's, and I'll put him here. No, this is the next hour. This is what you're going to say. You want to come with me to Paris?"
56:14.140,56:14.884,Yo lo guardo.,I'll keep it.
56:14.932,56:18.500,"Lo voy a guardar aquí, mira, con mis cosas especiales.","I'll keep it here, look, with my special things."
56:18.580,56:19.076,Y esto.,And this.
56:19.148,56:19.924,Toma por culo.,Get the fuck out of here.
56:19.972,56:20.532,Hoy.,Today.
56:20.676,56:21.316,¿Te ha gustado?,Did you like it?
56:21.348,56:21.844,Me ha encantado.,I loved it.
56:21.892,56:22.068,Sí.,Yeah.
56:22.084,56:22.760,Honor.,Honor.
56:23.420,56:24.724,Me ha encantado un montón.,I loved it a lot.
56:24.852,56:25.748,"Mucho, mucho, mucho.","Very, very, very."
56:25.884,56:27.076,De aquí a París.,From here to Paris.
56:27.188,56:30.004,"Esto sí, no, si tú quieres.","This is it, no, if you want to."
56:30.132,56:31.012,Si tú quieres.,If you want.
56:31.076,56:32.164,"No, si tú quieres.",Not if you want to.
56:32.212,56:32.788,Por eso.,That's why.
56:32.844,56:33.332,Yo quiero.,I do.
56:33.396,56:34.120,Seguro.,Sure.
56:34.630,56:36.050,¿Me vas a llevar a París?,Are you taking me to Paris?
56:37.910,56:40.974,"Miguel me ha regalado un anillo bastante peculiar, además.","Miguel gave me a rather peculiar ring, too."
56:41.022,56:41.534,Y grande.,And big.
56:41.582,56:46.238,Y es verdad que me ha sacado una sonrisa después de lo mal que lo he pasado en la hoguera.,And it's true that she brought a smile to me after how bad I've been at the stake.
56:46.414,56:50.942,"Esa falda chiquitita, qué bonita te queda.","That little skirt, how pretty you look."
56:51.086,56:53.374,La veía todos los días.,I saw her every day.
56:53.502,57:04.380,"Ahora cuando Escúchame bien, hoy no tengo la cabeza paces, pero sí que podemos dormir juntos.","Now when you listen well, I have no peace of mind today, but we can sleep together."
57:05.200,57:08.568,Es injusto que me acueste hoy contigo después de lo que he visto.,It's unfair that I sleep with you today after what I've seen.
57:08.664,57:11.016,"Es injusto para ti, es injusto para mí.","It's unfair to you, it's unfair to me."
57:11.168,57:16.312,"Si yo ahora voy, me acuesto contigo, aparece que es despecho y no le voy a dar gusto a nadie.","If I go now, I sleep with you, it appears that it is affront and I will not please anyone."
57:16.376,57:17.832,¿Entonces qué hará?,Then what will he do?
57:17.976,57:19.500,¿Dormir contigo?,Sleep with you?
57:20.640,57:26.060,"Pero dormir Quiero tu compañía, quiero hablar, quiero que me cuides.","But sleep I want your company, I want to talk, I want you to take care of me."
57:26.460,57:28.628,O dormimos juntito y te doy calor.,Or we sleep together and I warm you up.
57:28.724,57:31.108,"Si quieres dormir conmigo, puedes dormir.","If you want to sleep with me, you can sleep."
57:31.284,57:32.452,Yo no te obligo.,I'm not forcing you.
57:32.516,57:34.596,"Si quieres dormir conmigo, puedes dormir.","If you want to sleep with me, you can sleep."
57:34.708,57:36.360,Tienes el cuadro libre.,You've got the picture open.
57:38.060,57:39.240,Sería un placer.,It would be my pleasure.
57:40.300,57:42.840,Lo vi en una película y siempre quise hacerlo.,"I saw it in a movie, and I always wanted to do it."
57:43.260,57:44.760,Quise hacerlo.,I wanted to.
57:46.060,57:48.100,Esta noche me voy a dormir con Sergio.,I'm going to sleep with Sergio tonight.
57:48.180,57:51.204,Solo vamos a dormir porque necesito ese apoyo.,We're just going to sleep because I need that support.
57:51.252,57:52.590,Necesito necesito ese cariño.,I need that love.
57:55.570,57:57.470,Necesito una noche tranquila.,I need a quiet night.
58:05.010,58:06.990,"Nada, no sentía nada.","Nothing, I felt nothing."
58:07.570,58:09.850,"Rabia, cariño mío, rabia, obviamente.","Rabies, my darling, rage, obviously."
58:10.010,58:15.750,"Pero vamos, que solo me apetecía venirme para acá y verte la cara esa que tiene.","But come on, I just wanted to come over here and see your face."
58:22.490,58:26.338,Lo peor es que todo eso lo ha dicho sin ver nada.,The worst thing is that he said all that without seeing anything.
58:26.514,58:29.890,"¿O sea, se ha follado sin ver nada, verdad?","I mean, she fucked without seeing anything, right?"
58:29.970,58:30.658,Claro.,Sure.
58:30.834,58:32.914,Digamos que le ha estado exactamente igual.,Let's just say it's exactly the same.
58:33.042,58:35.506,"Sí, no se la suda desde el primer momento.","Yeah, don't sweat it from the very first moment."
58:35.538,58:36.642,Como el que vaya a llover.,Like the one that's going to rain.
58:36.706,58:42.728,"A mí me jode porque me la vendiste también de decir joder, tío, es que me siento hasta mal, en plan si es que claro, yo al lado de ella soy una fresca.","I'm fucked because you sold it to me, too, to say fuck, man, it's just that I feel bad, if that's all right, I'm a fresh woman next to her."
58:42.794,58:48.880,"Por lo que yo pensaba que es verdad que somos diferentes, pero yo eso no lo haría tampoco.","So I thought it was true that we were different, but I wouldn't do that either."
58:49.860,58:51.564,"Más te vale, cariño mío.","You'd better, my darling."
58:51.612,58:52.604,Yo estoy muy caro.,I'm very expensive.
